"MIC"	"COUNTRY"	"ISO COUNTRY CODE (ISO 3166)"	"OPERATING MIC"	"O/S"	"NAME-INSTITUTION DESCRIPTION"	"ACRONYM"	"CITY"	"WEBSITE"	"STATUS DATE"	"STATUS"	"CREATION DATE"	"COMMENTS"
"XDBC"	"GERMANY"	"DE"	"XFRA"	"S"	"DEUTSCHE BOERSE AG - CUSTOMIZED INDICES"		"FRANKFURT"	"WWW.DEUTSCHE-BOERSE.COM"	"MARCH 2011"	"ACTIVE"	"MARCH 2011"	
"XDBV"	"GERMANY"	"DE"	"XFRA"	"S"	"DEUTSCHE BOERSE AG - VOLATILITY INDICES"		"FRANKFURT"	"WWW.DEUTSCHE-BOERSE.COM"	"MARCH 2011"	"ACTIVE"	"MARCH 2011"	
"XDBX"	"GERMANY"	"DE"	"XFRA"	"S"	"DEUTSCHE BOERSE AG - INDICES"		"FRANKFURT"	"WWW.DEUTSCHE-BOERSE.COM"	"MARCH 2011"	"ACTIVE"	"MARCH 2011"	
"XDCE"	"CHINA"	"CN"	"XDCE"	"O"	"DALIAN COMMODITY EXCHANGE"	"DCE"	"DALIAN"	"WWW.DCE.COM.CN"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XDES"	"INDIA"	"IN"	"XDES"	"O"	"DELHI STOCK EXCHANGE"		"DELHI"		"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XDFB"	"UKRAINE"	"UA"	"XDFB"	"O"	"JOINT-STOCK COMPANY “STOCK EXCHANGE INNEX”"		"KIEV"		"MAY 2010"	"ACTIVE"	"MAY 2010"	
"XDFM"	"UNITED ARAB EMIRATES"	"AE"	"XDFM"	"O"	"DUBAI FINANCIAL MARKET"	"DFM"	"DUBAI"	"WWW.DFM.CO.AE"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XDHA"	"BANGLADESH"	"BD"	"XDHA"	"O"	"DHAKA STOCK EXCHANGE LTD"	"DSE"	"DHAKA"	"WWW.DSEBD.ORG"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XDMI"	"ITALY"	"IT"	"XMIL"	"S"	"ITALIAN DERIVATIVES MARKET"	"IDEM"	"MILAN"	"WWW.BORSAITALIANA.IT"	"MAY 2017"	"MODIFIED"	"JUNE 2005"	
"XDPA"	"SPAIN"	"ES"	"XDPA"	"O"	"CADE - MERCADO DE DEUDA PUBLICA ANOTADA"		"MADRID"		"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XDRF"	"SPAIN"	"ES"	"BMEX"	"S"	"AIAF - MERCADO DE RENTA FIJA"		"MADRID"	"WWW.AIAF.ES"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XDSE"	"SYRIAN ARAB REPUBLIC"	"SY"	"XDSE"	"O"	"DAMASCUS SECURITIES EXCHANGE"		"DAMASCUS"	"WWW.DSE.SY"	"FEBRUARY 2009"	"ACTIVE"	"FEBRUARY 2009"	"REGISTERED MARKET FOR EQUITIES AND BONDS"
"XDSM"	"TURKEY"	"TR"	"XIST"	"S"	"BORSA ISTANBUL - DEBT SECURITIES MARKET"		"ISTANBUL"	"WWW.BORSAISTANBUL.COM"	"JANUARY 2014"	"ACTIVE"	"JANUARY 2014"	"DEBT SECURITIES MARKET"
"XDSX"	"CAMEROON"	"CM"	"XDSX"	"O"	"DOUALA STOCK EXCHANGE"		"DOUALA"	"WWW.DOUALA-STOCK-EXCHANGE.COM"	"MAY 2008"	"ACTIVE"	"MAY 2008"	"REGISTERED MARKET FOR EQUITIES"
"XDUB"	"IRELAND"	"IE"	"XDUB"	"O"	"IRISH STOCK EXCHANGE - ALL MARKET"	"ISE"	"DUBLIN"	"WWW.ISE.IE"	"NOVEMBER 2007"	"ACTIVE"	"NOVEMBER 2007"	
"XDUS"	"GERMANY"	"DE"	"XDUS"	"O"	"BOERSE DUESSELDORF"		"DUESSELDORF"	"WWW.BOERSE-DUESSELDORF.DE"	"SEPTEMBER 2007"	"ACTIVE"	"SEPTEMBER 2007"	
"XEBI"	"IRELAND"	"IE"	"XEBI"	"O"	"ENERGY BROKING IRELAND GAS TRADING PLATFORM"	"EBI"	"DUBLIN"	"WWW.EBI.IE"	"OCTOBER 2015"	"ACTIVE"	"OCTOBER 2015"	"ELECTRONIC TRADING AND BROKING PLATFORM FOR OTC NATURAL GAS PHYSICAL SPOT TRANSACTIONS."
"XECB"	"GERMANY"	"DE"	"XECB"	"O"	"ECB EXCHANGE RATES"		"FRANKFURT"	"WWW.ECB.EUROPA.EU"	"NOVEMBER 2012"	"ACTIVE"	"NOVEMBER 2012"	"EURO FOREIGN EXCHANGE REFERENCE RATES."
"XECC"	"GERMANY"	"DE"	"XECC"	"O"	"EUROPEAN COMMODITY CLEARING AG"	"ECC"	"LEIPZIG"	"WWW.ECC.DE"	"MAY 2012"	"ACTIVE"	"MAY 2012"	
"XECM"	"CYPRUS"	"CY"	"XCYS"	"S"	"MTF - CYPRUS EXCHANGE"		"NICOSIA"	"WWW.CSE.COM.CY/EN/DEFAULT.ASP"	"MAY 2009"	"ACTIVE"	"MAY 2009"	
"XECS"	"SAINT KITTS AND NEVIS"	"KN"	"XECS"	"O"	"EASTERN CARIBBEAN SECURITIES EXCHANGE"	"ECSE"	"BASSETERRE"	"WWW.ECSEONLINE.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XEDA"	"TURKEY"	"TR"	"EXTR"	"S"	"ELECTRICITY DAY-AHEAD MARKET"	"EXIST"	"ISTANBUL"	"HTTPS://WWW.EPIAS.COM.TR"	"MAY 2016"	"ACTIVE"	"MAY 2016"	"ELECTRICITY DAY-AHEAD MARKET"
"XEEE"	"GERMANY"	"DE"	"XEEE"	"O"	"EUROPEAN ENERGY EXCHANGE"	"EEX"	"LEIPZIG"	"WWW.EEX.COM"	"SEPTEMBER 2015"	"ACTIVE"	"JUNE 2005"	
"XEEO"	"GERMANY"	"DE"	"XEEE"	"S"	"EUROPEAN ENERGY EXCHANGE - NON-MTF MARKET"	"EEX"	"LEIPZIG"	"WWW.EEX.COM"	"NOVEMBER 2015"	"ACTIVE"	"SEPTEMBER 2015"	"NON-MTF MARKET"
"XEER"	"GERMANY"	"DE"	"XEEE"	"S"	"EUROPEAN ENERGY EXCHANGE - REGULATED MARKET"	"EEX"	"LEIPZIG"	"WWW.EEX.COM"	"NOVEMBER 2015"	"ACTIVE"	"SEPTEMBER 2015"	"REGULATED MARKET"
"XEID"	"TURKEY"	"TR"	"EXTR"	"S"	"ELECTRICITY INTRA-DAY MARKET"	"EXIST"	"ISTANBUL"	"HTTPS://WWW.EPIAS.COM.TR"	"MAY 2016"	"ACTIVE"	"MAY 2016"	"ELECTRICITY INTRA-DAY MARKET"
"XELX"	"UNITED STATES OF AMERICA"	"US"	"XELX"	"O"	"ELX"		"NEW YORK"	"WWW.ELXFUTURES.COM"	"JUNE 2009"	"ACTIVE"	"JUNE 2009"	
"XEMD"	"MEXICO"	"MX"	"XEMD"	"O"	"MERCADO MEXICANO DE DERIVADOS"	"MEXDER"	"MEXICO"	"WWW.MEXDER.COM.MX"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XEMS"	"THE NETHERLANDS"	"NL"	"XEMS"	"O"	"EMS EXCHANGE"		"S-HERTOGENBOSCH"	"WWW.VANLANSCHOT.NL"	"SEPTEMBER 2012"	"ACTIVE"	"SEPTEMBER 2012"	"REGISTERED MARKET FOR SECURITIES, ELECTRONIC TRADING PLATFORM."
"XEQT"	"GERMANY"	"DE"	"XBER"	"S"	"BOERSE BERLIN EQUIDUCT TRADING"		"BERLIN"	"WWW.EQUIDUCT-TRADING.DE"	"MAY 2008"	"ACTIVE"	"MAY 2008"	"ELECTRONIC TRADING SYSTEM."
"XEQY"	"TURKEY"	"TR"	"XIST"	"S"	"BORSA ISTANBUL - EQUITY MARKET"		"ISTANBUL"	"WWW.BORSAISTANBUL.COM"	"JANUARY 2014"	"ACTIVE"	"JANUARY 2014"	"EQUITY MARKET"
"XERE"	"GERMANY"	"DE"	"XEUP"	"S"	"EUREX REPO - FUNDING AND FINANCING PRODUCTS"		"FRANKFURT"	"WWW.EUREXREPO.COM"	"NOVEMBER 2016"	"ACTIVE"	"APRIL 2014"	"EUREX REPO ELECTRONIC TRADING PLATFORM FOR FUNDING AND FINANCING PRODUCTS."
"XERT"	"GERMANY"	"DE"	"XEUP"	"S"	"EUREX REPO - TRIPARTY"		"FRANKFURT"	"WWW.EUREXREPO.COM"	"NOVEMBER 2016"	"ACTIVE"	"DECEMBER 2015"	"EUREX REPO ELECTRONIC TRADING SEGMENT FOR TRIPARTY REPO."
"XESM"	"IRELAND"	"IE"	"XDUB"	"S"	"DUBLIN - IRISH STOCK EXCHANGE - ENTREPRISE SECURITIES MARKET (ESM)- ISE XETRA"	"ISE"	"DUBLIN"	"WWW.ISE.IE"	"SEPTEMBER 2016"	"ACTIVE"	"JANUARY 2013"	"NOT OPERATIONAL YET."
"XETA"	"GERMANY"	"DE"	"XETR"	"S"	"XETRA - REGULIERTER MARKT"	"XETRA"	"FRANKFURT"	"WWW.DEUTSCHE-BOERSE.COM"	"NOVEMBER 2016"	"ACTIVE"	"MARCH 2008"	
"XETB"	"GERMANY"	"DE"	"XETR"	"S"	"XETRA - FREIVERKEHR"	"XETRA"	"FRANKFURT"	"WWW.DEUTSCHE-BOERSE.COM"	"NOVEMBER 2016"	"ACTIVE"	"MARCH 2008"	
"XETR"	"GERMANY"	"DE"	"XETR"	"O"	"XETRA"	"XETRA"	"FRANKFURT"	"WWW.DEUTSCHE-BOERSE.COM"	"NOVEMBER 2016"	"ACTIVE"	"JUNE 2005"	
"XEUB"	"GERMANY"	"DE"	"XETR"	"S"	"EUREX BONDS"		"FRANKFURT"	"WWW.EUREX-BONDS.COM"	"NOVEMBER 2016"	"ACTIVE"	"JUNE 2005"	
"XEUC"	"THE NETHERLANDS"	"NL"	"XAMS"	"S"	"EURONEXT COM, COMMODITIES FUTURES AND OPTIONS"		"AMSTERDAM"	"WWW.EURONEXT.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XEUE"	"THE NETHERLANDS"	"NL"	"XAMS"	"S"	"EURONEXT EQF, EQUITIES AND INDICES DERIVATIVES"		"AMSTERDAM"	"WWW.EURONEXT.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XEUI"	"THE NETHERLANDS"	"NL"	"XAMS"	"S"	"EURONEXT IRF, INTEREST RATE FUTURE AND OPTIONS"		"AMSTERDAM"	"WWW.EURONEXT.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XEUM"	"GERMANY"	"DE"	"XEUP"	"S"	"EUREX REPO SECLEND MARKET"		"FRANKFURT"	"WWW.EUREXREPO.COM"	"NOVEMBER 2016"	"ACTIVE"	"JANUARY 2012"	"ET IS NOW OPERATED FROM FRANKFURT (GERMANY)"
"XEUP"	"GERMANY"	"DE"	"XEUP"	"O"	"EUREX REPO GMBH"		"FRANKFURT"	"WWW.EUREXREPO.COM"	"NOVEMBER 2016"	"ACTIVE"	"NOVEMBER 2005"	
"XEUR"	"GERMANY"	"DE"	"XEUR"	"O"	"EUREX DEUTSCHLAND"		"FRANKFURT"	"WWW.EUREXCHANGE.COM"	"NOVEMBER 2016"	"ACTIVE"	"JUNE 2005"	
"XEYE"	"IRELAND"	"IE"	"XDUB"	"S"	"IRISH STOCK EXCHANGE - GEM - XETRA"	"ISE XETRA"	"DUBLIN"	"WWW.ISE.IE"	"SEPTEMBER 2016"	"ACTIVE"	"MARCH 2012"	"NOT OPERATIONAL YET - DUBLIN - IRISH STOCK EXCHANGE - GLOBAL EXCHANGE MARKET (GEM)- ISE XETRA."
"XFCI"	"UNITED STATES OF AMERICA"	"US"	"XFCI"	"O"	"FINANCIALCONTENT INDEXES"		"FOSTER CITY"	"WWW.FINANCIALCONTENT.COM"	"FEBRUARY 2009"	"ACTIVE"	"FEBRUARY 2009"	"ELECTRONIC PLATFORM FOR INDEX CALCULATION"
"XFEX"	"AUSTRALIA"	"AU"	"XFEX"	"O"	"FINANCIAL AND ENERGY EXCHANGE GROUP"	"FEX"	"SYDNEY"	"WWW.FEX.COM.AU"	"NOVEMBER 2014"	"ACTIVE"	"NOVEMBER 2014"	"ELECTRONIC TRADING PLATFORM. REGISTERED MARKET FOR ENERGY, COMMODITY AND ENVIRONMENTAL DERIVATIVES."
"XFKA"	"JAPAN"	"JP"	"XFKA"	"O"	"FUKUOKA STOCK EXCHANGE"		"FUKUOKA"	"WWW.FSE.OR.JP"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XFNO"	"TURKEY"	"TR"	"XIST"	"S"	"BORSA ISTANBUL - FUTURES AND OPTIONS MARKET"		"ISTANBUL"	"WWW.BORSAISTANBUL.COM"	"JANUARY 2014"	"ACTIVE"	"JANUARY 2014"	"FUTURES AND OPTIONS MARKET"
"XFRA"	"GERMANY"	"DE"	"XFRA"	"O"	"DEUTSCHE BOERSE AG"		"FRANKFURT"	"WWW.DEUTSCHE-BOERSE.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XGAS"	"HUNGARY"	"HU"	"XGAS"	"O"	"CENTRAL EASTERN EUROPEAN GAS EXCHANGE LTD"		"BUDAPEST"	"WWW.CEEGEX.COM"	"MAY 2013"	"ACTIVE"	"MAY 2013"	"CEEGEX IS A ORGANISED NATURAL GAS MARKET PROVIDING SERVICES FOR THE GAS MARKET PLAYERS WITHIN THE EUROPEAN ECONOMIC AREA (EEA)."
"XGAT"	"GERMANY"	"DE"	"TGAT"	"S"	"TRADEGATE EXCHANGE - FREIVERKEHR"		"BERLIN"	"WWW.TRADEGATE.DE"	"MAY 2010"	"ACTIVE"	"MAY 2010"	
"XGCL"	"UNITED KINGDOM"	"GB"	"XGCL"	"O"	"GLOBAL COAL LIMITED"	"GLOBALCOAL"	"LONDON"	"WWW.GLOBALCOAL.COM"	"AUGUST 2013"	"ACTIVE"	"AUGUST 2013"	"MTF PLATFORM FOR OTC DERIVATIVES"
"XGCX"	"UNITED KINGDOM"	"GB"	"GMEG"	"S"	"GLOBAL COMMODITIES EXCHANGE"	"GCX"	"LONDON"	"WWW.GMEX-GROUP.COM"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"EXCHANGE FOR CASH SETTLED COMMODITIES"
"XGDX"	"UNITED KINGDOM"	"GB"	"GMEG"	"S"	"GLOBAL DERIVATIVES EXCHANGE"	"GDX"	"LONDON"	"WWW.GMEX-GROUP.COM"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"EXCHANGE FOR DERIVATIVES"
"XGEM"	"HONG KONG"	"HK"	"XHKG"	"S"	"HONG KONG GROWTH ENTERPRISES MARKET"	"HK GEM"	"HONG KONG"	"WWW.HKGEM.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XGHA"	"GHANA"	"GH"	"XGHA"	"O"	"GHANA STOCK EXCHANGE"		"ACCRA"	"WWW.GSE.COM.GH"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XGME"	"ITALY"	"IT"	"XGME"	"O"	"GESTORE MERCATO ELETTRICO - ITALIAN POWER EXCHANGE"	"IPEX/GME"	"ROMA"	"WWW.MERCATOELETTRICO.ORG"	"APRIL 2009"	"ACTIVE"	"APRIL 2009"	"ITALIAN POWER EXCHANGE"
"XGMX"	"UNITED STATES OF AMERICA"	"US"	"XGMX"	"O"	"GLOBALCLEAR MERCANTILE EXCHANGE"	"GMX"	"GUAYNABO"	"WWW.GMEGROUP.US"	"AUGUST 2014"	"ACTIVE"	"NOVEMBER 2012"	"ELECTRONIC TRADING PLATFORM FOR COMMODITIES, CFDS, CREDIT, FUTURES, METALS, AND NEW MARKETS."
"XGRM"	"GERMANY"	"DE"	"TGAT"	"S"	"TRADEGATE EXCHANGE - REGULIERTER MARKT"		"BERLIN"	"WWW.TRADEGATE.DE"	"MAY 2010"	"ACTIVE"	"MAY 2010"	"TRADEGATE EXCHANGE IS AN OFFICIAL REGULATED STOCK EXCHANGE IN BERLIN/GERMANY FOR SHARES, BONDS, ETFS AND FONDS."
"XGSE"	"GEORGIA"	"GE"	"XGSE"	"O"	"GEORGIA STOCK EXCHANGE"	"GSE"	"TBILISI"	"WWW.GSE.GE"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XGSX"	"UNITED KINGDOM"	"GB"	"GMEG"	"S"	"GLOBAL SECURITIES EXCHANGE"	"GSX"	"LONDON"	"WWW.GMEX-GROUP.COM"	"JUNE 2013"	"ACTIVE"	"JUNE 2013"	"EXCHANGE FOR SECURITIES"
"XGTG"	"GUATEMALA"	"GT"	"XGTG"	"O"	"BOLSA DE VALORES NACIONAL SA"		"GUATEMALA"	"WWW.BVNSA.COM.GT"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XGUA"	"ECUADOR"	"EC"	"XGUA"	"O"	"BOLSA DE VALORES DE GUAYAQUIL"		"GUAYAQUIL"	"WWW.MUNDOBVG.COM"	"JUNE 2011"	"ACTIVE"	"JUNE 2011"	
"XHAM"	"GERMANY"	"DE"	"XHAM"	"O"	"HANSEATISCHE WERTPAPIERBOERSE HAMBURG"		"HAMBURG"	"WWW.BOERSENAG.DE"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XHAN"	"GERMANY"	"DE"	"XHAN"	"O"	"NIEDERSAECHSISCHE BOERSE ZU HANNOVER"		"HANNOVER"	"WWW.BOERSENAG.DE"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XHEL"	"FINLAND"	"FI"	"XHEL"	"O"	"NASDAQ HELSINKI LTD"		"HELSINKI"	"WWW.NASDAQOMXNORDIC.COM"	"DECEMBER 2015"	"ACTIVE"	"JANUARY 2011"	
"XHKF"	"HONG KONG"	"HK"	"XHKF"	"O"	"HONG KONG FUTURES EXCHANGE LTD."	"HKFE"	"HONG KONG"	"WWW.HKEX.COM.HK"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XHKG"	"HONG KONG"	"HK"	"XHKG"	"O"	"HONG KONG EXCHANGES AND CLEARING LTD"	"HKEX"	"HONG KONG"	"WWW.HKEX.COM.HK"	"JUNE 2011"	"ACTIVE"	"JUNE 2011"	"HONG KONG EXCHANGES AND CLEARING LIMITED, OR HKEX, OPERATES A SECURITIES MARKET AND A DERIVATIVES MARKET IN HONG KONG AND THE CLEARING HOUSES FOR THOSE MARKETS."
"XHNX"	"VIET NAM"	"VN"	"HSTC"	"S"	"HANOI STOCK EXCHANGE (UNLISTED PUBLIC COMPANY TRADING PLATFORM)"	"UPCOM"	"HANOI"	"WWW.HNX.VN"	"JULY 2009"	"ACTIVE"	"JULY 2009"	"TRADING PLATFORM FOR UNLISTED PUBLIC COMPANIES WHICH DON'T MEET THE LISTING CRITERIA BUT TRADED IN THE OTC MARKET."
"XIBE"	"AZERBAIJAN"	"AZ"	"XIBE"	"O"	"BAKU INTERBANK CURRENCY EXCHANGE"		"BAKU"	"WWW.BBVB.ORG"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XICB"	"SWITZERLAND"	"CH"	"XSWX"	"S"	"SIX CORPORATE BONDS AG"	"SIX"	"ZURICH"	"WWW.SIX-SWISS-EXCHANGE.COM"	"AUGUST 2015"	"ACTIVE"	"MARCH 2015"	"REGULATED PLATFORM FOR CORPORATE BONDS TRADING."
"XICE"	"ICELAND"	"IS"	"XICE"	"O"	"NASDAQ ICELAND HF."	"ICEX"	"REYKJAVIK"	"WWW.NASDAQOMXNORDIC.COM"	"DECEMBER 2015"	"ACTIVE"	"MAY 2010"	
"XICX"	"CANADA"	"CA"	"XICX"	"O"	"INSTINET CANADA CROSS"		"TORONTO"	"WWW.INSTINET.COM"	"NOVEMBER 2010"	"ACTIVE"	"NOVEMBER 2010"	"ALTERNATIVE CANADIAN MARKETPLACE TO REGISTERED INVESTMENT DEALERS AND THEIR CLIENTS TO TRADE CANADIAN LISTED EQUITIES."
"XIDX"	"INDONESIA"	"ID"	"XIDX"	"O"	"INDONESIA STOCK EXCHANGE"	"IDX"	"JAKARTA"	"WWW.IDX.CO.ID"	"APRIL 2008"	"ACTIVE"	"APRIL 2008"	"THE JAKARTA (JSX) AND SURABAYA (SSX) STOCK EXCHANGES HAVE MERGED TO BECOME THE INDONESIA STOCK EXCHANGE (IDX)."
"XIHK"	"HONG KONG"	"HK"	"XIHK"	"O"	"INSTINET PACIFIC LTD"		"HONG KONG"	"WWW.INSTINET.COM"	"FEBRUARY 2009"	"ACTIVE"	"FEBRUARY 2009"	
"XIJP"	"JAPAN"	"JP"	"XIJP"	"O"	"INSTINET JAPAN"		"TOKYO"	"WWW.INSTINET.COM"	"JANUARY 2009"	"ACTIVE"	"JANUARY 2009"	
"XIMA"	"NORWAY"	"NO"	"XIMA"	"O"	"INTERNATIONAL MARTIME EXCHANGE"	"IMAREX"	"OSLO"	"WWW.IMAREX.COM"	"JUNE 2006"	"ACTIVE"	"JUNE 2006"	
"XIMC"	"INDIA"	"IN"	"XIMC"	"O"	"MULTI COMMODITY EXCHANGE OF INDIA LTD."	"MCX"	"MUMBAI"	"WWW.MCXINDIA.COM"	"APRIL 2006"	"ACTIVE"	"APRIL 2006"	
"XIMM"	"UNITED STATES OF AMERICA"	"US"	"XCME"	"S"	"INTERNATIONAL MONETARY MARKET"		"CHICAGO"	"WWW.CME.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XINE"	"CHINA"	"CN"	"XSGE"	"S"	"SHANGHAI INTERNATIONAL ENERGY EXCHANGE"	"INE"	"SHANGHAI"	"WWW.INE.CN"	"JUNE 2014"	"ACTIVE"	"JUNE 2014"	"EXCHANGE FOR TRADING ELECTRONICALLY ENERGY DERIVATIVES"
"XINS"	"UNITED STATES OF AMERICA"	"US"	"XINS"	"O"	"INSTINET"		"NEW YORK"	"WWW.INSTINET.COM"	"MARCH 2013"	"ACTIVE"	"MARCH 2013"	
"XINV"	"GERMANY"	"DE"	"XINV"	"O"	"INVESTRO"		"FRANKFURT"	"WWW.INVESTRO.DE"	"OCTOBER 2008"	"ACTIVE"	"OCTOBER 2008"	"SETTLEMENT PLATFORM FOR CSD AND NON CSD FUNDS."
"XIOM"	"UNITED STATES OF AMERICA"	"US"	"XCME"	"S"	"INDEX AND OPTIONS MARKET"	"IOM"	"CHICAGO"	"WWW.CME.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XIPO"	"GREECE"	"GR"	"ASEX"	"S"	"HELEX ELECTRONIC BOOK BUILDING"	"EBB"	"ATHENS"	"WWW.ASE.GR"	"JUNE 2014"	"ACTIVE"	"JUNE 2014"	"EBB IS A PRIMARY MARKET (IPO MARKET)"
"XIQS"	"IRAQ"	"IQ"	"XIQS"	"O"	"IRAQ STOCK EXCHANGE"	"ISX"	"BAGHDAD"	"WWW.ISX-IQ.NET"	"OCTOBER 2011"	"ACTIVE"	"OCTOBER 2011"	
"XISA"	"UNITED STATES OF AMERICA"	"US"	"XISX"	"S"	"INTERNATIONAL SECURITIES EXCHANGE, LLC -  ALTERNATIVE MARKETS"	"ISE"	"NEW YORK"	"WWW.ISE.COM"	"JUNE 2008"	"ACTIVE"	"JUNE 2008"	"PARIMUTUEL, ELETRONIC TRADING PLATFORM FOR DERIVATIVES."
"XISE"	"UNITED STATES OF AMERICA"	"US"	"XISX"	"S"	"INTERNATIONAL SECURITIES EXCHANGE, LLC - EQUITIES"	"ISE"	"NEW YORK"	"WWW.ISE.COM"	"JUNE 2008"	"ACTIVE"	"JUNE 2008"	"EQUITIES. ELECTRONIC MARKETPLACE."
"XIST"	"TURKEY"	"TR"	"XIST"	"O"	"BORSA ISTANBUL"		"ISTANBUL"	"WWW.BORSAISTANBUL.COM"	"MAY 2013"	"ACTIVE"	"JUNE 2005"	"CHANGE OF MARKET NAME AND MARKET WEBSITE"
"XISX"	"UNITED STATES OF AMERICA"	"US"	"XISX"	"O"	"INTERNATIONAL SECURITIES EXCHANGE, LLC"	"ISE"	"NEW YORK"	"WWW.ISE.COM"	"OCTOBER 2014"	"ACTIVE"	"JUNE 2005"	
"XJAM"	"JAMAICA"	"JM"	"XJAM"	"O"	"JAMAICA STOCK EXCHANGE"		"KINGSTON"	"WWW.JAMSTOCKEX.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XJAS"	"JAPAN"	"JP"	"XJPX"	"S"	"TOKYO STOCK EXCHANGE JASDAQ"	"JASDAQ"	"TOKYO"	"WWW.JPX.CO.JP"	"MAY 2016"	"ACTIVE"	"OCTOBER 2010"	"MERGER OF OSE AND TSE"
"XJNB"	"INDONESIA"	"ID"	"XJNB"	"O"	"JAKARTA NEGOTIATED BOARD"		"JAKARTA"		"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XJPX"	"JAPAN"	"JP"	"XJPX"	"O"	"JAPAN EXCHANGE GROUP"	"JPX"	"TOKYO"	"WWW.JPX.CO.JP"	"MARCH 2013"	"ACTIVE"	"JANUARY 2013"	
"XJSE"	"SOUTH AFRICA"	"ZA"	"XJSE"	"O"	"JOHANNESBURG STOCK EXCHANGE"	"JSE"	"JOHANNESBURG"	"WWW.JSE.CO.ZA"	"MARCH 2011"	"ACTIVE"	"MARCH 2011"	
"XKAC"	"JAPAN"	"JP"	"XKAC"	"O"	"OSAKA DOJIMA COMMODITY EXCHANGE"	"ODE"	"OSAKA"	"WWW.ODE.OR.JP"	"MARCH 2017"	"ACTIVE"	"JUNE 2005"	"FUTURES EXCHANGE. PREVIOUSLY KNOWN AS THE KANSAI COMMODITIES EXCHANGE."
"XKAR"	"PAKISTAN"	"PK"	"XKAR"	"O"	"THE PAKISTAN STOCK EXCHANGE LIMITED"	"PSX"	"KARACHI"	"WWW.PSX.COM.PK"	"APRIL 2016"	"ACTIVE"	"JUNE 2005"	"MERGER OF THE THREE STOCK EXCHANGES IN PAKISTAN. PSX SUCCESSFULLY STARTED TO OPERATE FROM JANUARY 11, 2016, ONWARDS."
"XKAZ"	"KAZAKHSTAN"	"KZ"	"XKAZ"	"O"	"KAZAKHSTAN STOCK EXCHANGE"	"KAZE"	"ALMA-ATA"	"WWW.KASE.KZ"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XKBT"	"UNITED STATES OF AMERICA"	"US"	"XCBT"	"S"	"KANSAS CITY BOARD OF TRADE"	"KCBT"	"KANSAS CITY"	"WWW.KCBT.COM"	"JANUARY 2014"	"ACTIVE"	"JUNE 2005"	
"XKCE"	"UZBEKISTAN"	"UZ"	"XKCE"	"O"	"KHOREZM INTERREGION COMMODITY EXCHANGE"		"TASHKENT"		"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"XKCM"	"KOREA, REPUBLIC OF"	"KR"	"XKRX"	"S"	"KOREA EXCHANGE COMMODITY MARKET"		"SEOUL"	"KCM.KRX.CO.KR"	"DECEMBER 2015"	"ACTIVE"	"DECEMBER 2015"	"REGISTERED MARKET FOR COMMODITY SUCH AS GOLD, PETRO, ETC"
"XKEM"	"KOREA, REPUBLIC OF"	"KR"	"XKRX"	"S"	"KOREA EXCHANGE EMISSIONS MARKET"		"SEOUL"	"KCM.KRX.CO.KR"	"DECEMBER 2015"	"ACTIVE"	"DECEMBER 2015"	"REGISTERED MARKET FOR EMISSIONS."
"XKFB"	"KOREA, REPUBLIC OF"	"KR"	"XKFB"	"O"	"KOREA FREEBOARD MARKET"		"SEOUL"	"WWW.KSDA.OR.KR/ENGLISH/INVEST/OTC_OVERVIEW.CFM"	"AUGUST 2010"	"ACTIVE"	"AUGUST 2010"	"FREEBOARD IS A NEW MARKET FOR COMPANIES LISTED, NEITHER ON THE STOCK MARKET DIVISION NOR ON THE KOSDAQ MARKET DIVISION OF KRX."
